LAB_ID,LATITUDE,LONGITUDE,TYPE,NAME,ATTRIBUTE,GEOL_AGE,STRUCT_SRC,Strat Unit or Age at Total Depth,Series/System,Formation,Member,TOC %,S1 (mg HC/g rock),S2 (mg HC/g rock),S3 (mg CO2/g rock),Tmax (degC),HI ((S2/TOC)*100),OI ((S3/TOC)*100),S2/S3,(S1/TOC)*100,PI (S1/(S1+S2)),S1+S2,Calculated %Ro,Number of %Ro Readings,Total Sample %Ro,Number of Indigenous %Ro Readings,Indigenous %Ro (mean),%Ro Standard Deviation,%Ro Mean Corrected for Suppression,TAI Color,Thermal Alteration Index (TAI),Amorphous Debris %,Finely Disseminated Organic Matter %,Herbaceous Plant Debris %,Woody Plant Debris %,Coaly Fragments %,Algal Debris %,Palynomorphs %,Preservation in Source Material,Recovery from Source Material,Indigenous Vitrinite %,Caved Vitrinite %,Recycled/Oxidized Vitrinite %,Inertinite %,Solid Bitumen %,Amorphous Kerogen %,Kerogen Composition Comments,CAI Min,CAI Max ,CAI Field Number,USGS ID Number,Strat Unit Sampled for Mineralogy,Quartz %,Feldspar %,Carbonate %,Illite/Smectite %,Illite %,Kaolinite %,Chlorite %,Pyrite %,Other Minerals %,Total Clay %,LOI %,,,,,
,37.186814,-80.460526,,,,,,,Devonian,,,0.11,0.11,0.11,0.21,301,100,191,0.52,,0.5,,,,,15,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37.186814,-80.460526,,,,,,,Devonian,,,0.11,0.11,0.1,0.11,321,91,100,0.91,,0.52,,,,,21,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37.186814,-80.460526,,,,,,,Devonian,,,0.1,0.05,0.03,0.29,-1,30,290,0.1,,0.63,,,,,22,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37.186814,-80.460526,,,,,,,Devonian,,,0.11,0.08,0.06,0.12,301,55,109,0.5,,0.57,,,,,24,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37.186814,-80.460526,,,,,,,Devonian,,,0.25,0.33,0.23,0.25,343,92,100,0.92,,0.59,,,,,19,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37.186814,-80.460526,,,,,,,Devonian,,,1.99,0.81,0.22,0.25,332,11,13,0.88,,0.79,,,,,25,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,38.800934,-78.944337,,,,,,Oriskany Sandstone,Middle Devonian,Marcellus Shale,,0.65,0.19,0.15,0.4,509,23,62,0.38,29,0.56,,,40,2.87,30,2.79,0.11,,,,99,,1,,,,,good,,1,,tr,tr,,99,,,,,VA4801,Marcellus Shale,38,2,2,0,31,6,17,4,0,54,0.62,,,,,
,38.800934,-78.944337,,,,,,Oriskany Sandstone,Middle Devonian,Marcellus Shale,,1.46,0.31,0.28,0.51,389,19,35,0.55,21,0.53,,,40,3.02,25,2.86,0.13,,,,98,,2,,,,,good,,1,,1,tr,,98,ostracodes?,,,,VA4802,Marcellus Shale,34,2,19,0,30,3,8,4,0,41,1.04,,,,,
,38.77342,-78.97897,,,,,,,Middle Devonian,Millboro Shale,,0.54,0.03,0.12,0.44,549,22,81,0.27,6,0.2,,,18,1.81,4,1.24,0.05,,,,99,,1,,,,,fair-to-poor,,tr,,1,1,,98,,,,,VA4901,Millboro Shale,39,4,0,0,38,6,13,0,0,56,0.29,,,,,
,38.77342,-78.97897,,,,,,,Middle Devonian,Millboro Shale,,0.7,0.04,0.05,0.39,556,7,56,0.13,6,0.44,,,26,2.04,4,1.24,0.08,,,,99,,1,,,,,fair-to-poor,,tr,,1,tr,tr,99,,,,,VA4902,Millboro Shale,38,3,0,0,35,5,15,2,0,55,0.42,,,,,
,38.77342,-78.97897,,,,,,,Middle Devonian,Millboro Shale,,0.31,0.02,0.18,0.24,546,59,78,0.75,7,0.1,,,19,1.99,2,1.29,0.06,,,,99,,1,,,,,fair-to-poor,,tr,,1,1,,98,,,,,VA4903,Millboro Shale,35,4,2,0,35,6,18,0,0,59,0.48,,,,,
,38.77342,-78.97897,,,,,,,Middle Devonian,Millboro Shale,,0.32,0.04,0.07,0.29,378,22,92,0.24,13,0.36,,,8,1.86,3,1.29,0.06,,,,99,,1,,,,,fair-to-poor,,tr,,1,1,,98,,,,,VA4904,Millboro Shale,37,4,0,0,36,5,16,0,0,58,0.59,,,,,
,38.763806,-78.956117,,,,,,,Middle Devonian,Millboro Shale,,0.45,0.07,0.14,0.09,349,31,20,1.56,,0.33,,,,,40,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,38.763806,-78.956117,,,,,,,Middle Devonian,Millboro Shale,,0.61,0.11,0.05,0.15,300,8,25,0.33,,0.69,,,,,40,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,38.763806,-78.956117,,,,,,,Middle Devonian,Millboro Shale,,0.54,0.15,0.2,0.18,340,37,33,1.11,,0.43,,,,,40,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37.023204,-82.153037,,,,,,Olentangy Shale,Upper Devonian,Ohio Shale,Huron Member,2.25,0.3,0.37,0.1,374,16,4,3.7,13,0.45,,-1,23,2.24,21,2.24,0.05,,"DBDG?, DGBL?","3.7?, 4?",99,tr,1,,,,tr?,good,good,1,tr,tr,tr,tr,99,,,,,VA2401,(lower) Huron Member of Ohio Shale,43,3,2,0,30,2,13,6,1,45,1.97,,,,,
,36.872481,-82.237308,,,,,,,Middle Devonian,Millboro Shale,,1.34,0.15,0.27,0.24,454,20,18,1.13,,0.36,,,,,17,1.85,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,36.708295,-82.809614,,,,,,,Middle/Upper Devonian,Chattanooga Shale-Millboro Shale,,5.07,2.03,14.6,0.43,437,288,8,33.95,,0.12,,,,,46,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,36.708295,-82.809614,,,,,,,Middle/Upper Devonian,Chattanooga Shale-Millboro Shale,,2.63,2.06,7.48,0.59,431,284,22,12.68,,0.22,,,,,52,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,36.708295,-82.809614,,,,,,,Middle/Upper Devonian,Chattanooga Shale-Millboro Shale,,0.81,0.94,0.92,0.23,439,114,28,4,,0.51,,,,,37,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,36.708295,-82.809614,,,,,,,Middle/Upper Devonian,Chattanooga Shale-Millboro Shale,,1.95,1.61,5.6,0.36,439,287,18,15.56,,0.22,,,,,49,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,36.649148,-82.317945,,,,,,,Middle/Upper Devonian,Chattanooga Shale-Millboro Shale,,0.62,0.12,0.2,0.22,462,32,35,0.91,,0.37,,,,,31,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,36.649148,-82.317945,,,,,,,Middle/Upper Devonian,Chattanooga Shale-Millboro Shale,,0.45,0.09,0.07,0.21,436,16,47,0.33,,0.56,,,,,30,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,36.649148,-82.317945,,,,,,,Middle/Upper Devonian,Chattanooga Shale-Millboro Shale,,0.54,0.07,0.03,0.22,385,6,41,0.14,,0.7,,,,,39,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,36.649148,-82.317945,,,,,,,Middle/Upper Devonian,Chattanooga Shale-Millboro Shale,,1.84,0.28,0.23,0.37,446,13,20,0.62,,0.55,,,,,40,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,39.015833,-78.326666,,,,,,,Ordovician,Edinburg Formation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,8-3-74A,,,,,,,,,,,,,,,,,,
,39.006167,-78.3145,,,,,,,Ordovician,Edinburg Formation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,C6-A,,,,,,,,,,,,,,,,,,
,39.061667,-78.352833,,,,,,,Ordovician,New Market Limestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4.5,RO-451,,,,,,,,,,,,,,,,,,
,39.050333,-78.387833,,,,,,,Ordovician,New Market Limestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,4,8-14-90G,,,,,,,,,,,,,,,,,,
,39.061167,-78.376666,,,,,,,Ordovician,Rockdale Run Formation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4.5,MF1054-MCD,,,,,,,,,,,,,,,,,,
,39.042833,-78.402,,,,,,,Ordovician,Edinburg Formation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,4,MF1108-MCD,,,,,,,,,,,,,,,,,,
,39.004167,-78.491166,,,,,,,Middle Devonian,Marcellus Shale,Purcell Limestone Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,4,MF1116-MCD,,,,,,,,,,,,,,,,,,
,38.997,-78.351666,,,,,,,Ordovician,Martinsburg Formation,Stickley Run Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,64B27-3,,,,,,,,,,,,,,,,,,
,38.993,-78.367,,,,,,,Ordovician,Martinsburg Formation,Stickley Run Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4.5,FR-24,,,,,,,,,,,,,,,,,,
,38.956333,-78.498833,,,,,,,Cambrian,Conococheague Limestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,4,91NS-8,,,,,,,,,,,,,,,,,,
,38.9805,-78.391666,,,,,,,Ordovician,Pinesburg Station Dolomite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4.5,9-4-77E,,,,,,,,,,,,,,,,,,
,38.9805,-78.391666,,,,,,,Ordovician,New Market Limestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4.5,6-4-77E,,,,,,,,,,,,,,,,,,
,38.9805,-78.391666,,,,,,,Ordovician,Edinburg Formation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4.5,10-31-78J,,,,,,,,,,,,,,,,,,
,38.983,-78.464666,,,,,,,Ordovician,New Market Limestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4.5,91NS-7,,,,,,,,,,,,,,,,,,
,38.993833,-78.451333,,,,,,,Ordovician,Edinburg Formation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,3.5,91NS-6,,,,,,,,,,,,,,,,,,
,38.975,-78.3945,,,,,,,Ordovician,Martinsburg Formation,Stickley Run Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,4.5,5-12-81R,,,,,,,,,,,,,,,,,,
,38.986167,-78.5405,,,,,,,Silurian,Tonoloway Limestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,4,91NS-12,,,,,,,,,,,,,,,,,,
,38.9895,-78.142166,,,,,,,Ordovician,Rockdale Run Formation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,5,8-13-90D,,,,,,,,,,,,,,,,,,
,38.9775,-78.180333,,,,,,,Ordovician,Pinesburg Station Dolomite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,8-13-90E,,,,,,,,,,,,,,,,,,
,36.841563,-81.819171,,,,,,,Upper Devonian,Chattanooga Shale,,0.13,0.32,0.16,0.16,345,123,123,1,,0.67,,,,,21,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,36.725665,-82.101341,,,,,,,Devonian,,,0.18,0.29,0.18,0.31,339,100,172,0.58,,0.62,,,,,22,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,36.725665,-82.101341,,,,,,,Devonian,,,0.45,0.33,0.18,0.42,338,38,87,0.43,,0.65,,,,,18,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,36.725665,-82.101341,,,,,,,Devonian,,,1.04,0.31,0.14,0.41,337,13,39,0.34,,0.69,,,,,3,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,36.725665,-82.101341,,,,,,,Devonian,,,1.13,0.65,0.22,0.28,437,19,25,0.79,,0.75,,,,,21,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,36.947732,-82.850261,,,,,,,Devonian,,,2.92,1.36,1.23,0.47,445,42,16,2.62,,0.53,,,,,34,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,36.947732,-82.850261,,,,,,,Devonian,,,2.75,1.15,1.28,0.34,448,47,12,3.76,,0.47,,,,,38,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37.048583,-82.662391,,,,,,Ohio Shale,Upper Devonian,Ohio Shale,Huron Member,3.76,0.23,0.8,0.14,460,21,4,5.71,6,0.22,,,27,1.68,20,1.65,0.14,,DBDG?,3.7?,94,,,,,,,,good,1,tr,tr,1,4,94,,,,,VA4001,(lower) Huron Member of Ohio Shale,50,3,1,0,27,1,7,9,2,35,3.9,,,,,
,36.898172,-82.702569,,,,,,,Upper Devonian,Ohio Shale,Huron Member,5.7,,,,,,,,,,,,,,50,0.86,,,,,,,,,,,,,,,,,,,,,,,,VA1901,(lower) Huron Member of Ohio Shale,48,0,0,0,38,4,0,2,6,42,5.77,,,,,
,36.898182,-82.702669,,,,,,,Upper Devonian,Ohio Shale,Huron Member,5.4,,,,,,,,,,,,,,50,0.85,,,,,,,,,,,,,,,,,,,,,,,,VA1902,(lower) Huron Member of Ohio Shale,53,3,0,0,33,4,0,3,3,37,5.65,,,,,
,36.898152,-82.702769,,,,,,,Upper Devonian,Ohio Shale,Huron Member,5.2,,,,,,,,,,,,,,50,0.88,,,,,,,,,,,,,,,,,,,,,,,,VA1903,(lower) Huron Member of Ohio Shale,52,0,0,0,32,3,0,7,3,36,5.3,,,,,
,36.897852,-82.703869,,,,,,,Upper Devonian,Ohio Shale,Huron Member,4.5,,,,,,,,,,,,,,50,0.86,,,,,,,,,,,,,,,,,,,,,,,,VA1904,(lower) Huron Member of Ohio Shale,45,1,0,0,40,2,0,7,4,41,4.72,,,,,
,36.892982,-82.713488,,,,,,,Upper Devonian,Ohio Shale,Huron Member,8.5,,,,,,,,,,,,,,50,0.9,,,,,,,,,,,,,,,,,,,,,,,,VA1905,(lower) Huron Member of Ohio Shale,41,1,0,0,42,1,4,4,4,47,8.62,,,,,
,36.888472,-82.723998,,,,,,,Upper Devonian,Ohio Shale,Huron Member,9.3,,,,,,,,,,,,,,50,0.89,,,,,,,,,,,,,,,,,,,,,,,,VA1906,(lower) Huron Member of Ohio Shale,34,3,0,0,38,2,9,11,3,49,8.4,,,,,
,36.887682,-82.726738,,,,,,,Upper Devonian,Ohio Shale,Huron Member,6.6,,,,,,,,,,,,,,50,0.88,,,,,,,,,,,,,,,,,,,,,,,,VA1907,(lower) Huron Member of Ohio Shale,43,5,0,0,39,0,3,5,5,42,6.59,,,,,
,36.887472,-82.727218,,,,,,,Upper Devonian,Ohio Shale,Huron Member,7.4,,,,,,,,,,,,,,50,0.88,,,,,,,,,,,,,,,,,,,,,,,,VA1908,(lower) Huron Member of Ohio Shale,45,3,0,0,39,1,2,5,4,42,6.69,,,,,
,36.887372,-82.727288,,,,,,,Upper Devonian,Ohio Shale,Huron Member,7.2,,,,,,,,,,,,,,50,0.88,,,,,,,,,,,,,,,,,,,,,,,,VA1909,(lower) Huron Member of Ohio Shale,38,4,0,0,38,2,12,5,2,51,6.71,,,,,
,36.887372,-82.727288,,,,,,,Upper Devonian,Ohio Shale,Huron Member,8.4,,,,,,,,,,,,,,50,0.9,,,,,,,,,,,,,,,,,,,,,,,,VA1910,(lower) Huron Member of Ohio Shale,52,4,0,0,33,0,0,4,4,34,8.19,,,,,
,37.057192,-82.527831,,,,,,Ohio Shale,Upper Devonian,Ohio Shale,Huron Member,3.38,0.21,0.57,0.07,449,17,2,8.14,6,0.27,,,40,1.81,37,1.8,0.1,,DBDG,3.7,83,,,,,,,,good,1,tr,tr,1,15,83,rare palynomorphs,,,,VA3901,(lower) Huron Member of Ohio Shale,42,4,2,0,36,1,8,6,2,45,3.2,,,,,
,37.029775,-82.538863,,,,,,Angola Shale,Upper Devonian,Ohio Shale,Huron Member,3.64,0.6,0.6,0.18,497,16,5,3.33,16,0.5,,1.79,40,1.6,39,1.57,0.09,,DBDG?,3.7?,95,2,3,,,,tr?,good,good,2,,1,1,3,93,palynomorphs?,,,,VA2101,(lower) Huron Member of Ohio Shale,42,4,1,0,35,1,8,7,2,44,3.58,,,,,
,36.909359,-82.523346,,,,,,Ohio Shale,Upper Devonian,Ohio Shale,Huron Member,2.69,0.57,1.63,0.8,461,61,30,2.04,21,0.26,,,40,1.47,29,1.46,0.07,,"B?, DBDG?","3.3?, 3.7?",92,,,,,,,,good,1,tr,1,1,5,92,,,,,VA3301,(lower) Huron Member of Ohio Shale,38,4,2,0,35,2,12,7,1,49,2.2,,,,,
,36.902655,-82.521247,,,,,,Ohio Shale,Upper Devonian,Ohio Shale,Huron Member,2.91,0.76,2.22,0.14,449,76,5,15.86,26,0.25,,,37,1.45,30,1.45,0.11,,"B, DBDG","3.3, 3.7",91,,,,,,,,good,1,tr,tr,tr,7,91,rare palynomorphs,,,,VA3701,(lower) Huron Member of Ohio Shale,43,4,1,0,33,2,9,6,2,44,2.8,,,,,
,36.918298,-82.510728,,,,,,Ohio Shale,Upper Devonian,Ohio Shale,Huron Member,3.65,0.51,1.56,0.05,465,43,1,31.2,14,0.25,,,40,1.6,36,1.56,0.09,,DBDG,3.7,89,,,,,,,,good,1,tr,tr,tr,10,89,rare palynomorphs,,,,VA3801,(lower) Huron Member of Ohio Shale,44,4,1,0,32,2,8,8,2,41,3.9,,,,,
,36.91016,-82.532835,,,,,,Ohio Shale,Upper Devonian,Ohio Shale,Huron Member,5.55,5.98,26.58,0.63,347,479,11,42.19,108,0.18,,-1,24,1.32,20,1.33,0.09,,B?,3.3?,98,1,1,,,,,good,good,1,tr,tr,tr,tr,99,,,,,VA2201,(lower) Huron Member of Ohio Shale,40,3,2,0,34,2,10,7,2,46,4.56,,,,,
,36.895408,-82.566408,,,,,,,Devonian,,,2.99,1.32,2.11,0.28,448,71,9,7.54,,0.38,,,,,39,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,36.895408,-82.566408,,,,,,,Devonian,,,5.42,4.27,6.17,0.35,437,114,6,17.63,,0.41,,,,,35,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,36.895408,-82.566408,,,,,,,Lower Mississippian,Sunbury Shale,,1.23,1.2,1.39,0.56,442,113,46,2.48,,0.46,,,,,34,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,39.5295,-78.050333,,,,,,,Silurian,Keyser Limestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,8-2-73EC,,,,,,,,,,,,,,,,,,
,39.353333,-78.0325,,,,,,,Ordovician,Chambersburg Limestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4-1-91G,,,,,,,,,,,,,,,,,,
,39.353333,-78.0325,,,,,,,Ordovician,Chambersburg Limestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4-1-91I,,,,,,,,,,,,,,,,,,
,39.353333,-78.0325,,,,,,,Ordovician,Chambersburg Limestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4-1-91J,,,,,,,,,,,,,,,,,,
,39.353333,-78.0325,,,,,,,Ordovician,Chambersburg Limestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4-1-91K,,,,,,,,,,,,,,,,,,
,39.353333,-78.0325,,,,,,,Ordovician,Chambersburg Limestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4-1-91L,,,,,,,,,,,,,,,,,,
,39.353333,-78.0325,,,,,,,Ordovician,Chambersburg Limestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4-1-91M,,,,,,,,,,,,,,,,,,
,39.353333,-78.0325,,,,,,,Ordovician,Chambersburg Limestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4-1-91N,,,,,,,,,,,,,,,,,,
,39.353333,-78.0325,,,,,,,Ordovician,Chambersburg Limestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4-1-91O,,,,,,,,,,,,,,,,,,
,39.353333,-78.0325,,,,,,,Ordovician,Chambersburg Limestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,8-16-90H,,,,,,,,,,,,,,,,,,
,39.480333,-77.9505,,,,,,,Ordovician,Rockdale Run Formation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4-1-91B,,,,,,,,,,,,,,,,,,
,39.3945,-77.999166,,,,,,,Ordovician,Chambersburg Limestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,9-24-90B,,,,,,,,,,,,,,,,,,
,39.441667,-77.99166,,,,,,,Cambrian,Conococheague Limestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,91DW41,,,,,,,,,,,,,,,,,,
,39.441667,-77.968833,,,,,,,Ordovician,New Market Limestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,91DW42,,,,,,,,,,,,,,,,,,
,39.377167,-78.022,,,,,,,Ordovician,Rockdale Run Formation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4.5,9-24-90A,,,,,,,,,,,,,,,,,,
,39.41,-78.031166,,,,,,,Ordovician,Stonehenge Limestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,5,9-24-90C,,,,,,,,,,,,,,,,,,
,39.4675,-78.033833,,,,,,,Ordovician,Stonehenge Limestone or lowest Rockdale Run,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,9-24-90D,,,,,,,,,,,,,,,,,,
,39.458333,-78.0455,,,,,,,Ordovician,Rockdale Run Formation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,9-24-90E,,,,,,,,,,,,,,,,,,
,39.475833,-78.087833,,,,,,,Silurian,Keyser Limestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,4,9-24-90G,,,,,,,,,,,,,,,,,,
,38.181192,-81.733141,,,,,,,Upper Devonian,Ohio Shale,Huron Member,0.45,0.17,0.2,0.29,440,45,65,0.69,38,0.46,0.37,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,WVA214,(lower) Huron Member of Ohio Shale,42,3,1,0,30,5,16,3,1,51,0.652,,,,,
,38.098149,-81.688864,,,,,,,Upper Devonian,Ohio Shale,Huron Member,0.9,0.47,0.32,0.23,438,35,25,1.39,52,0.6,0.79,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,WVA216,(lower) Huron Member of Ohio Shale,43,3,0,0,31,3,16,3,0,50,0.49,,,,,
,38.073754,-81.908938,,,,,,,Upper Devonian,Ohio Shale,Huron Member,1.5,0.84,1.6,0.42,442,107,28,3.81,56,0.35,2.44,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,WVA219,(lower) Huron Member of Ohio Shale,40,2,2,0,31,3,14,5,1,48,1.76,,,,,
,38.098149,-81.688864,,,,,,,Middle Devonian,Marcellus Shale,,2.17,1.11,0.49,0.29,439,23,13,1.69,51,0.69,1.6,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,WVA218,Marcellus Shale,34,1,2,0,39,2,15,4,1,57,2.03,,,,,
,38.073754,-81.908938,,,,,,,Middle Devonian,Marcellus Shale,,3.95,2.4,5.3,0.79,439,134,20,6.71,61,0.31,7.7,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,WVA221,Marcellus Shale,39,3,15,0,27,1,6,8,0,35,4.51,,,,,
,38.181192,-81.733141,,,,,,,Upper Devonian,West Falls Formation,Rhinestreet Shale Member,1.89,1.04,1.35,0.49,446,71,26,2.76,55,0.43,2.39,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,WVA215,Rhinestreet Shale Member of West Falls Formation,35,1,0,0,41,2,13,5,2,56,1.69,,,,,
,38.098149,-81.688864,,,,,,,Upper Devonian,West Falls Formation,Rhinestreet Shale Member,1.73,0.98,0.78,0.31,444,45,18,2.52,57,0.56,1.76,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,WVA217,Rhinestreet Shale Member of West Falls Formation,35,1,1,0,37,2,17,4,0,56,1.29,,,,,
,38.073754,-81.908938,,,,,,,Upper Devonian,West Falls Formation,Rhinestreet Shale Member,1.99,2.14,2.01,0.62,443,101,31,3.24,108,0.52,4.15,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,WVA220,Rhinestreet Shale Member of West Falls Formation,33,1,3,0,37,2,17,4,0,56,1.51,,,,,
,38.684441,-80.8275,,,,,,,Middle Devonian,Marcellus Shale,,1.69,0.25,0.02,0.09,416,1,5,0.22,15,0.93,0.27,,,,50,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,38.523887,-82.263055,,,,,,,Upper Devonian,West Falls Formation,Rhinestreet Shale Member,2.3,1.59,8.52,0.65,446,370,28,13.11,69,0.16,10.11,,,,51,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,38.453054,-81.263886,,,,,,,Middle Devonian,Marcellus Shale,,1.43,0.54,0.69,0.12,452,48,8,5.75,38,0.44,1.23,,,,50,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,39.27445,-80.760834,,,,,,,Middle/Upper Devonian,West Falls-Marcellus Shale Formations,Rhinestreet Shale Member,0.56,0.29,0.17,0.2,421,30,36,0.85,52,0.63,0.46,,,,50,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,39.197389,-80.7745,,,,,,,Middle Devonian,Marcellus Shale,,4.98,1.51,2.65,0.49,471,53,10,5.41,30,0.36,4.16,,,,11,1.7,,,,3.2-3.6,,,,,,,,,,,,,,,,,,,,WVA24710,Marcellus Shale,,,,,,,,,,,,,,,,
,38.031109,-80.985276,,,,,,,Middle Devonian,Marcellus Shale,,1.68,0.2,0.08,0.36,330,5,21,0.22,12,0.71,0.28,,,,48,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,38.113609,-80.985276,,,,,,,Middle Devonian,Marcellus Shale,,1.61,0.42,0.58,0.33,368,36,20,1.76,26,0.42,1,,,,49,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
