LAB_ID,LATITUDE,LONGITUDE,TYPE,NAME,ATTRIBUTE,GEOL_AGE,STRUCT_SRC,Strat Unit or Age at Total Depth,Series/System,Formation,Member,TOC %,S1 (mg HC/g rock),S2 (mg HC/g rock),S3 (mg CO2/g rock),Tmax (degC),HI ((S2/TOC)*100),OI ((S3/TOC)*100),S2/S3,(S1/TOC)*100,PI (S1/(S1+S2)),S1+S2,Calculated %Ro,Number of %Ro Readings,Total Sample %Ro,Number of Indigenous %Ro Readings,Indigenous %Ro (mean),%Ro Standard Deviation,%Ro Mean Corrected for Suppression,TAI Color,Thermal Alteration Index (TAI),Amorphous Debris %,Finely Disseminated Organic Matter %,Herbaceous Plant Debris %,Woody Plant Debris %,Coaly Fragments %,Algal Debris %,Palynomorphs %,Preservation in Source Material,Recovery from Source Material,Indigenous Vitrinite %,Caved Vitrinite %,Recycled/Oxidized Vitrinite %,Inertinite %,Solid Bitumen %,Amorphous Kerogen %,Kerogen Composition Comments,CAI Min,CAI Max ,CAI Field Number,USGS ID Number,Strat Unit Sampled for Mineralogy,Quartz %,Feldspar %,Carbonate %,Illite/Smectite %,Illite %,Kaolinite %,Chlorite %,Pyrite %,Other Minerals %,Total Clay %,LOI %,,,,,
,40.35287,-81.11589,,,,,,,Upper Ordovician,,,2.6,2.18,2.28,,470,222,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.29227,-81.22623,,,,,,,Upper Ordovician,,,2.49,1.73,2.26,,465,98,,,,0.52,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.29284,-81.28582,,,,,,,Upper Ordovician,,,3.06,3.1,4.02,,458,131,,,,0.45,,,,,,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41.26478,-83.9488,,,,,,,Upper Ordovician,,,1.69,0.81,4.17,,,247,,,,,,,,,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,39.37824,-83.57234,,,,,,,Upper Ordovician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1+,,,,,,,,,,,,,,,,,,,,
,39.31602,-83.52121,,,,,,,Upper Ordovician,,,1.6,0.4,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,39.04984,-83.61755,,,,,,,Upper Ordovician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
,39.444554,-82.299642,,,,,,,Upper Devonian,Ohio Shale,Huron Member,5.22,2.51,25.91,0.49,434,496,9,53,48,0.09,7.73,,,,47,0.39,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,39.3986,-82.38927,,,,,,,Upper Ordovician,,,0.28,0.06,0.33,,437,117,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,39.48655,-82.1798,,,,,,,Upper Ordovician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1+,,,,,,,,,,,,,,,,,,,,
,40.53931,-81.76574,,,,,,,Upper Ordovician,,,2.7,1.03,5.56,,438,205,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.55986,-81.87801,,,,,,,Upper Ordovician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,
,41.270782,-82.430308,,,,,,Copper Ridge Dolomite,Upper Devonian,Ohio Shale,Huron Member,3.92,0.75,19.27,0.68,431,491,17,28,19,0.04,20.02,0.6,40,0.48,36,0.48,,,YO,2,92,tr,3,,,,5,good,good,1,tr,2,3,tr,94,"acritarchs, Tasmanites?",,,,OH10301,(upper) Huron Member of Ohio Shale,45,3,4,0,31,2,4,4,1,37,4.15,,,,,
,41.18649,-82.62244,,,,,,,Upper Ordovician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,
,38.96587,-82.59234,,,,,,,Upper Ordovician,,,0.79,0.04,0.25,,439,131,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,38.96738,-82.62585,,,,,,,Upper Ordovician,,,0.13,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,39.00879,-82.63844,,,,,,,Upper Ordovician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1+,,,,,,,,,,,,,,,,,,,,
,40.311315,-80.698929,,,,,,Helderberg Group,Upper Devonian,West Falls Formation,Rhinestreet Shale Member,0.87,0.33,0.7,0.2,457,81,23,4,38,0.32,1.03,1.07,40,1.23,34,1.24,,,B,3.3,94,3,3,,,,tr,good,good,1,tr,2,1,tr,96,,,,,OH11101,Rhinestreet Shale Member of West Falls Formation,30,1,1,0,40,3,20,2,0,63,0.673,,,,,
,40.311315,-80.698929,,,,,,Helderberg Group,Upper Devonian,West Falls Formation,Rhinestreet Shale Member,0.48,0.14,0.2,0.68,434,42,142,0.29,29,0.41,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH11102,Rhinestreet Shale Member of West Falls Formation,27,1,1,0,45,1,21,2,0,67,0.666,,,,,
,40.311315,-80.698929,,,,,,Helderberg Group,Upper Devonian,West Falls Formation,Rhinestreet Shale Member,0.52,0.13,0.08,0.42,439,15,81,0.19,25,0.62,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH11103,Rhinestreet Shale Member of West Falls Formation,27,2,1,0,45,1,21,2,0,67,0.752,,,,,
,40.311315,-80.698929,,,,,,Helderberg Group,Upper Devonian,West Falls Formation,Rhinestreet Shale Member,0.97,0.42,0.44,0.29,424,45,30,1.52,43,0.49,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH11104,Rhinestreet Shale Member of West Falls Formation,27,1,1,0,47,2,18,3,0,67,1.24,,,,,
,40.311315,-80.698929,,,,,,Helderberg Group,Upper Devonian,West Falls Formation,Rhinestreet Shale Member,0.6,0.14,0.11,0.38,369,18,63,0.29,23,0.56,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH11105,Rhinestreet Shale Member of West Falls Formation,29,2,1,1,42,2,20,2,0,65,0.579,,,,,
,40.311315,-80.698929,,,,,,Helderberg Group,Upper Devonian,West Falls Formation,Rhinestreet Shale Member,0.48,0,0.01,0.37,-1,2,77,0.03,0,0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH11106,Rhinestreet Shale Member of West Falls Formation,32,3,1,0,39,3,21,1,0,62,0.468,,,,,
,40.311315,-80.698929,,,,,,Helderberg Group,Upper Devonian,West Falls Formation,Rhinestreet Shale Member,1.09,0.5,0.51,0.21,411,47,19,2.43,46,0.5,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH11107,Rhinestreet Shale Member of West Falls Formation,27,3,1,0,49,1,17,3,0,67,1.13,,,,,
,40.311315,-80.698929,,,,,,Helderberg Group,Upper Devonian,West Falls Formation,Rhinestreet Shale Member,0.74,0.28,0.36,0.2,334,49,27,1.8,38,0.44,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH11108,Rhinestreet Shale Member of West Falls Formation,25,2,1,0,48,2,19,1,1,69,0.806,,,,,
,40.311315,-80.698929,,,,,,Helderberg Group,Upper Devonian,West Falls Formation,Rhinestreet Shale Member,0.75,0.3,0.36,0.21,353,48,28,1.71,40,0.45,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH11109,Rhinestreet Shale Member of West Falls Formation,24,1,1,0,49,2,19,2,1,70,0.505,,,,,
,40.311315,-80.698929,,,,,,Helderberg Group,Upper Devonian,West Falls Formation,Rhinestreet Shale Member,0.57,0.18,0.37,0.22,326,65,39,1.68,32,0.33,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH11110,Rhinestreet Shale Member of West Falls Formation,30,2,1,0,39,2,22,1,1,63,0.333,,,,,
,40.311315,-80.698929,,,,,,Helderberg Group,Upper Devonian,West Falls Formation,Rhinestreet Shale Member,0.51,0.17,0.32,0.27,333,63,53,1.19,33,0.35,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH11111,Rhinestreet Shale Member of West Falls Formation,22,2,2,0,50,1,21,1,0,72,0.324,,,,,
,40.311315,-80.698929,,,,,,Helderberg Group,Upper Devonian,West Falls Formation,Rhinestreet Shale Member,1.39,0.61,0.84,0.44,435,60,32,1.91,44,0.42,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH11112,Rhinestreet Shale Member of West Falls Formation,26,2,1,0,49,1,19,3,0,68,1.11,,,,,
,40.397782,-82.502876,,,,,,,Upper Devonian,Ohio Shale,Huron Member,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.397782,-82.502876,,,,,,,Upper Devonian,Ohio Shale,Huron Member,,,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.397782,-82.502876,,,,,,,Upper Devonian,Ohio Shale,Huron Member,,,,,,,,,,,,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.397782,-82.502876,,,,,,,Upper Devonian,Ohio Shale,Huron Member,,,,,,,,,,,,,,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.397782,-82.502876,,,,,,,Upper Devonian,Ohio Shale,Huron Member,,,,,,,,,,,,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.397782,-82.502876,,,,,,,Upper Devonian,Ohio Shale,Huron Member,,,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.397782,-82.502876,,,,,,,Upper Devonian,Ohio Shale,Huron Member,,,,,,,,,,,,,,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.397782,-82.502876,,,,,,,Upper Devonian,Ohio Shale,Huron Member,,,,,,,,,,,,,,,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.397782,-82.502876,,,,,,,Upper Devonian,Ohio Shale,Huron Member,,,,,,,,,,,,,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.397782,-82.502876,,,,,,,Upper Devonian,Ohio Shale,Huron Member,,,,,,,,,,,,,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.397782,-82.502876,,,,,,,Upper Devonian,Ohio Shale,Huron Member,,,,,,,,,,,,,,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.397782,-82.502876,,,,,,,Upper Devonian,Ohio Shale,Huron Member,,,,,,,,,,,,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.397782,-82.502876,,,,,,,Upper Devonian,Ohio Shale,Huron Member,,,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.397782,-82.502876,,,,,,,Upper Devonian,Ohio Shale,Huron Member,,,,,,,,,,,,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.397782,-82.502876,,,,,,,Upper Devonian,Ohio Shale,Huron Member,,,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.397782,-82.502876,,,,,,,Upper Devonian,Ohio Shale,Huron Member,,,,,,,,,,,,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.397782,-82.502876,,,,,,,Upper Devonian,Ohio Shale,Huron Member,,,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.397782,-82.502876,,,,,,,Upper Devonian,Ohio Shale,Huron Member,,,,,,,,,,,,,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.397782,-82.502876,,,,,,,Upper Devonian,Ohio Shale,Huron Member,, ,,,,,,,,,,,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.397782,-82.502876,,,,,,,Upper Devonian,Ohio Shale,Huron Member,,,,,,,,,,,,,,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.397782,-82.502876,,,,,,,Upper Devonian,Ohio Shale,Huron Member,,,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.397782,-82.502876,,,,,,,Upper Devonian,Ohio Shale,Huron Member,,,,,,,,,,,,,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.397782,-82.502876,,,,,,,Upper Devonian,Ohio Shale,Huron Member,7.2,4.74,39.13,0.25,439,543,3,157,66,0.11,11.94,,,,34,0.44,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.397782,-82.502876,,,,,,,Upper Devonian,West Falls Formation,Rhinestreet Shale Member,3.26,0.8,12.53,0.25,442,384,8,50,25,0.06,4.06,,,,35,0.38,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.50359,-82.56359,,,,,,,Upper Ordovician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,
,40.28036,-82.72809,,,,,,,Upper Ordovician,,,1.29,0.69,3.31,,448,256,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.4157,-82.30484,,,,,,,Upper Ordovician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,
,40.39138,-82.33719,,,,,,,Upper Ordovician,,,3.24,1.26,12.29,,454,379,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41.754898,-81.282149,,,,,,,Upper Devonian,Ohio Shale,Huron Member,6.67,4.61,31.7,0.53,437,475,8,60,69,0.13,11.28,,,,40,0.38,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41.754898,-81.282149,,,,,,,Middle Devonian,Marcellus Shale,,6.19,4.53,27.2,0.5,438,439,8,54,73,0.14,10.72,,,,34,0.46,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41.754898,-81.282149,,,,,,,Upper Devonian,West Falls Formation,Rhinestreet Shale Member,2.11,0.57,4.78,0.3,436,227,14,16,27,0.11,2.68,,,,45,0.42,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41.750645,-81.156762,,,,,,Precambrian,Upper Devonian,Ohio Shale,Huron Member,2.7,1.33,8.86,0.52,432,328,19,17,49,0.13,10.19,0.62,31,0.52,25,0.49,,,YO,2,95,tr,2,,,,3,good,good,1,tr,1,1,tr,97,"acritarchs, Tasmanites?",,,,OH10401,(lower) Huron Member of Ohio Shale,47,3,3,0,30,2,9,4,2,42,3.03,,,,,
,41.750645,-81.15676,,,,,,Precambrian,Upper Ordovician,,,1.37,0.54,1.55,,,113,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,
,38.497719,-82.521308,,,,,,Olentangy Shale (Rhinestreet),Upper Devonian,Ohio Shale,Huron Member,2.29,1,7.27,0.45,437,318,20,16,44,0.12,8.27,0.71,40,0.51,35,0.49,,,YO,2,95,tr,3,,,,2,good,good,2,,1,1,tr,96,"acritarchs, Tasmanites?",,,,OH10601,(lower) Huron Member of Ohio Shale,40,3,1,0,35,4,11,4,1,50,3.05,,,,,
,38.497719,-82.521308,,,,,,Olentangy Shale (Rhinestreet),Upper Devonian,Ohio Shale,Huron Member,3.1,1.3,11.55,1,424,373,32,11.55,42,0.1,12.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH10602,(lower) Huron Member of Ohio Shale,40,4,0,2,36,2,9,5,1,49,4.34,,,,,
,38.497719,-82.521308,,,,,,Olentangy Shale (Rhinestreet),Upper Devonian,Ohio Shale,Huron Member,3.78,2.1,15.62,0.71,429,413,19,22,56,0.12,17.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH10603,(lower) Huron Member of Ohio Shale,42,3,0,0,39,1,7,5,0,47,5.32,,,,,
,38.497719,-82.521308,,,,,,Olentangy Shale (Rhinestreet),Upper Devonian,Ohio Shale,Huron Member,0.77,0.19,1.41,0.86,429,183,112,1.64,25,0.12,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH10604,(lower) Huron Member of Ohio Shale,26,1,14,0,39,2,12,6,0,53,1.2,,,,,
,38.497719,-82.521308,,,,,,Olentangy Shale (Rhinestreet),Upper Devonian,Ohio Shale,Huron Member,0.84,0.24,1.81,0.87,427,215,104,2.08,29,0.12,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH10605,(lower) Huron Member of Ohio Shale,26,2,5,0,45,4,12,4,0,61,1.13,,,,,
,38.497719,-82.521308,,,,,,Olentangy Shale (Rhinestreet),Upper Devonian,Ohio Shale,Huron Member,0.51,0.15,0.68,0.63,425,133,124,1.08,29,0.18,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH10606,(lower) Huron Member of Ohio Shale,23,1,2,0,46,5,15,2,5,66,0.76,,,,,
,38.497719,-82.521308,,,,,,Olentangy Shale (Rhinestreet),Upper Devonian,Ohio Shale,Huron Member,0.32,0.06,0.19,0.49,426,59,153,0.39,19,0.24,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH10607,(lower) Huron Member of Ohio Shale,19,2,2,4,53,5,13,2,0,75,0.58,,,,,
,38.497719,-82.521308,,,,,,Olentangy Shale (Rhinestreet),Upper Devonian,Ohio Shale,Huron Member,5.19,2.81,25.64,1.01,427,494,19,25.39,54,0.1,28.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH10608,(lower) Huron Member of Ohio Shale,44,3,1,0,37,1,5,7,2,43,6.41,,,,,
,38.497719,-82.521308,,,,,,Olentangy Shale (Rhinestreet),Upper Devonian,Ohio Shale,Huron Member,4.36,2.51,21.89,0.94,424,502,22,23.29,58,0.1,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH10609,(lower) Huron Member of Ohio Shale,49,3,0,4,29,1,6,6,0,40,5.46,,,,,
,38.497719,-82.521308,,,,,,Olentangy Shale (Rhinestreet),Upper Devonian,Ohio Shale,Huron Member,4.6,2.42,21.65,1.11,427,471,24,19.5,53,0.1,24.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH10610,(lower) Huron Member of Ohio Shale,50,2,0,0,33,1,7,5,1,41,5.74,,,,,
,38.497719,-82.521308,,,,,,Olentangy Shale (Rhinestreet),Upper Devonian,Ohio Shale,Huron Member,2.93,1.35,14.5,1.16,429,495,40,12.5,46,0.09,15.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH10611,(lower) Huron Member of Ohio Shale,41,2,2,0,39,2,8,6,1,49,3.58,,,,,
,40.15648,-82.32143,,,,,,,Upper Ordovician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,
,40.09853,-82.56099,,,,,,,Upper Ordovician,,,1.86,1.04,5.3,,449,246,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,39.96484,-82.67261,,,,,,,Upper Ordovician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,
,40.00022,-82.65343,,,,,,,Upper Ordovician,,,2.41,0.7,10.8,,448,456,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.45618,-83.77166,,,,,,,Upper Ordovician,,,2.3,0.92,9.13,,435,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.30318,-83.56061,,,,,,,Upper Ordovician,,,1.63,2.53,7,,,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41.226133,-82.025911,,,,,,,Upper Devonian,Ohio Shale,Huron Member,5.66,2.74,24.14,0.28,434,427,5,86,48,0.1,8.4,,,,35,0.36,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41.28935,-82.32074,,,,,,,Upper Ordovician,,,1.58,0.44,4.77,,446,301,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41.2747,-82.33659,,,,,,,Upper Ordovician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,
,41.20626,-82.05507,,,,,,,Upper Ordovician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,
,41.61799,-83.81884,,,,,,,Upper Ordovician,,,0.93,0.37,2.85,,438,306,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,39.86869,-83.32085,,,,,,,Upper Ordovician,,,1.03,0.34,4.54,,439,440,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41.058499,-80.934346,,,,,,Bass Islands Dolomite,Middle Devonian,Marcellus Shale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH11601,Marcellus Shale,32,2,12,0,37,1,12,5,0,49,3.92,,,,,
,41.058499,-80.934346,,,,,,Bass Islands Dolomite,Middle Devonian,Marcellus Shale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH11602,Marcellus Shale,29,1,8,0,42,1,14,4,0,57,2.64,,,,,
,41.058499,-80.934346,,,,,,Bass Islands Dolomite,Middle Devonian,Marcellus Shale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH11603,Marcellus Shale,31,2,14,0,37,1,13,3,0,51,2.31,,,,,
,41.058499,-80.934346,,,,,,Bass Islands Dolomite,Middle Devonian,Marcellus Shale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH11604,Marcellus Shale,27,2,18,0,38,1,10,4,0,49,2.84,,,,,
,41.058499,-80.934346,,,,,,Bass Islands Dolomite,Middle Devonian,Marcellus Shale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH11605,Marcellus Shale,42,2,12,0,27,1,7,9,1,35,7.47,,,,,
,41.058499,-80.934346,,,,,,Bass Islands Dolomite,Upper Devonian,West Falls Formation,Rhinestreet Shale Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH11501,Rhinestreet Shale Member of West Falls Formation,47,3,2,0,29,0,14,4,0,44,3.31,,,,,
,41.058499,-80.934346,,,,,,Bass Islands Dolomite,Upper Devonian,West Falls Formation,Rhinestreet Shale Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH11502,Rhinestreet Shale Member of West Falls Formation,26,2,3,0,46,1,19,2,0,66,0.356,,,,,
,41.058499,-80.934346,,,,,,Bass Islands Dolomite,Upper Devonian,West Falls Formation,Rhinestreet Shale Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH11503,Rhinestreet Shale Member of West Falls Formation,26,2,2,0,47,1,19,2,0,67,0.64,,,,,
,41.058499,-80.934346,,,,,,Bass Islands Dolomite,Upper Devonian,West Falls Formation,Rhinestreet Shale Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH11504,Rhinestreet Shale Member of West Falls Formation,35,3,1,0,41,1,15,4,1,56,1.93,,,,,
,41.058499,-80.934346,,,,,,Bass Islands Dolomite,Upper Devonian,West Falls Formation,Rhinestreet Shale Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH11505,Rhinestreet Shale Member of West Falls Formation,34,2,2,0,43,1,14,4,0,57,2.7,,,,,
,41.058499,-80.934346,,,,,,Bass Islands Dolomite,Upper Devonian,West Falls Formation,Rhinestreet Shale Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH11506,Rhinestreet Shale Member of West Falls Formation,47,3,1,0,32,1,11,5,1,44,4.42,,,,,
,41.058499,-80.934346,,,,,,Bass Islands Dolomite,Upper Devonian,West Falls Formation,Rhinestreet Shale Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH11507,Rhinestreet Shale Member of West Falls Formation,55,3,1,0,30,0,5,5,2,35,4.67,,,,,
,41.058499,-80.934346,,,,,,Bass Islands Dolomite,Upper Devonian,West Falls Formation,Rhinestreet Shale Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH11508,Rhinestreet Shale Member of West Falls Formation,53,3,0,0,31,0,6,7,1,37,4.84,,,,,
,40.98607,-81.0342,,,,,,,Upper Ordovician,,,2.71,7.07,8.22,,455,452,,,,0.58,,,,,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.98257,-81.03421,,,,,,,Upper Ordovician,,,3.39,3.52,4.66,,448,202,,,,0.46,,,,,,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.58656,-83.25357,,,,,,,Upper Ordovician,,,2.53,1.21,14.91,,,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.58727,-83.2293,,,,,,,Upper Ordovician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1+,,,,,,,,,,,,,,,,,,,,
,40.65013,-83.36317,,,,,,,Upper Ordovician,,,3.12,1.24,20.23,,437,735,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.58729,-83.24046,,,,,,,Upper Ordovician,,,7.28,3.53,53.54,,440,904,,,,0.09,,,,,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41.228961,-81.702565,,,,,,Precambrian,Upper Devonian,Ohio Shale,Huron Member,3,1.51,8.46,0.56,428,282,19,15,50,0.15,9.97,0.54,40,0.56,36,0.53,,,"YO, O","2, 2.3",97,tr,2,,,,1,good,good,1,,1,1,tr,97,"acritarchs, Tasmanites?",,,,OH10201,(lower) Huron Member of Ohio Shale,46,3,4,0,33,1,8,4,2,41,3.74,,,,,
,41.17721,-81.73904,,,,,,,Upper Ordovician,,,1.98,0.27,2.06,,439,104,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
